convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Fibonacci,10,7,Square,74.30634169,0.74180865
Fibonacci,10,8,Square,77.95384601,0.755984496
Fibonacci,10,9,Square,79.85842915,0.779216164
Fibonacci,10,10,Square,79.75891465,0.797375813
Fibonacci,10,11,Square,80.56855581,0.806740091
Fibonacci,10,12,Square,83.2377622,0.829192505
Fibonacci,10,13,Square,82.80152174,0.820080551
Fibonacci,10,14,Square,86.32566697,0.889035576
Fibonacci,10,15,Square,86.17896734,0.906553829
Fibonacci,11,5,Square,74.41193272,0.722610587
Fibonacci,11,6,Square,77.52484248,0.783040222
Fibonacci,11,7,Square,79.56785004,0.751224637
Fibonacci,11,8,Square,78.48281837,0.79202089
Fibonacci,11,9,Square,78.14801934,0.774858589
Fibonacci,11,10,Square,79.52106748,0.829722935
Fibonacci,11,11,Square,82.79646252,0.856542416
Fibonacci,11,12,Square,84.74035064,0.862529756
Fibonacci,11,13,Square,82.23032206,0.873445279
Fibonacci,11,14,Square,89.01322659,0.930234181
Fibonacci,11,15,Square,86.1521285,0.892225647
Fibonacci,12,5,Square,74.8606254,0.724434194
Fibonacci,12,6,Square,75.89985591,0.745642297
Fibonacci,12,7,Square,78.94650678,0.787630562
Fibonacci,12,8,Square,79.83060817,0.798310713
Fibonacci,12,9,Square,80.61753682,0.854893386
Fibonacci,12,10,Square,83.16381406,0.846157802
Fibonacci,12,11,Square,83.27614982,0.877860484
Fibonacci,12,12,Square,87.57457503,0.878325799
Fibonacci,12,13,Square,87.72176703,0.87206116
Fibonacci,12,14,Square,88.47652512,0.932320384
Fibonacci,12,15,Square,91.56597426,0.924304023
Fibonacci,13,5,Square,79.19591166,0.732781455
Fibonacci,13,6,Square,77.39569992,0.752096081
Fibonacci,13,7,Square,80.74413207,0.796496403
Fibonacci,13,8,Square,81.66847185,0.84786777
Fibonacci,13,9,Square,83.94447164,0.842227651
Fibonacci,13,10,Square,82.81823612,0.885340139
Fibonacci,13,11,Square,85.91237987,0.889379622
Fibonacci,13,12,Square,86.90238767,0.893014337
Fibonacci,13,13,Square,89.21681603,0.892908722
Fibonacci,13,14,Square,91.0568733,0.967271025
Fibonacci,13,15,Square,93.63763905,0.938089919
Fibonacci,14,5,Square,81.39889602,0.781813312
Fibonacci,14,6,Square,82.07841893,0.8260608
Fibonacci,14,7,Square,83.62828395,0.829167669
Fibonacci,14,8,Square,83.66447147,0.836668367
Fibonacci,14,9,Square,85.31229481,0.858228894
Fibonacci,14,10,Square,85.20040706,0.870483199
Fibonacci,14,11,Square,85.83895401,0.902616634
Fibonacci,14,12,Square,91.5448952,0.930265404
Fibonacci,14,13,Square,92.50935166,0.970498183
Fibonacci,14,14,Square,92.72991589,0.933067588
Fibonacci,14,15,Square,93.06890231,0.943912483
Fibonacci,15,5,Square,80.79368387,0.771042981
Fibonacci,15,6,Square,82.17207476,0.796179543
Fibonacci,15,7,Square,81.72945963,0.831249614
Fibonacci,15,8,Square,85.1917625,0.847710377
Fibonacci,15,9,Square,86.94237424,0.871241387
Fibonacci,15,10,Square,86.61629713,0.931136942
Fibonacci,15,11,Square,90.21575004,0.909469943
Fibonacci,15,12,Square,91.59475541,0.90882485
Fibonacci,15,13,Square,92.01476693,0.974386276
Fibonacci,15,14,Square,96.18907049,0.989264444
Fibonacci,15,15,Square,95.00371796,0.994677999
Fibonacci,5,5,Cube,63.32894558,0.598883288
Fibonacci,5,6,Cube,62.87480494,0.626492385
Fibonacci,5,7,Cube,68.95008117,0.662898436
Fibonacci,5,8,Cube,69.53086362,0.631608648
Fibonacci,5,9,Cube,70.99365425,0.675845645
Fibonacci,5,10,Cube,73.2463643,0.699554272
Fibonacci,5,11,Cube,73.5496145,0.686917816
Fibonacci,5,12,Cube,75.48181369,0.737065458
Fibonacci,5,13,Cube,75.67115328,0.759079304
Fibonacci,5,14,Cube,77.98335557,0.765147367
Fibonacci,5,15,Cube,80.04253364,0.798575252
Fibonacci,6,5,Cube,69.18316905,0.61357686
Fibonacci,6,6,Cube,66.23871382,0.635537064
Fibonacci,6,7,Cube,67.67304504,0.677638814
Fibonacci,6,8,Cube,71.92160979,0.729559927
Fibonacci,6,9,Cube,72.25436332,0.690361261
Fibonacci,6,10,Cube,73.24966245,0.70756818
Fibonacci,6,11,Cube,75.008769,0.732880375
Fibonacci,6,12,Cube,74.97107017,0.805592306
Fibonacci,6,13,Cube,76.66178783,0.788074658
Fibonacci,6,14,Cube,81.40304309,0.846924483
Fibonacci,6,15,Cube,82.38878754,0.855011054
Fibonacci,7,5,Cube,66.54075275,0.64313968
Fibonacci,7,6,Cube,67.39423917,0.679031361
Fibonacci,7,7,Cube,71.76086532,0.65424376
Fibonacci,7,8,Cube,70.09473084,0.716964486
Fibonacci,7,9,Cube,73.12602149,0.712011051
Fibonacci,7,10,Cube,73.23777849,0.728368935
Fibonacci,7,11,Cube,75.25936198,0.74144056
Fibonacci,7,12,Cube,79.32329054,0.822100795
Fibonacci,7,13,Cube,82.5240189,0.781989978
Fibonacci,7,14,Cube,81.15907073,0.805439003
Fibonacci,7,15,Cube,82.64748572,0.833779117
Fibonacci,8,5,Cube,72.6236161,0.651628464
Fibonacci,8,6,Cube,70.7711773,0.667993175
Fibonacci,8,7,Cube,74.37848478,0.688307937
Fibonacci,8,8,Cube,73.79077836,0.688142939
Fibonacci,8,9,Cube,74.29070566,0.724193509
Fibonacci,8,10,Cube,76.36075865,0.781291681
Fibonacci,8,11,Cube,79.1587369,0.781130593
Fibonacci,8,12,Cube,78.98295576,0.826121331
Fibonacci,8,13,Cube,80.01984222,0.81696624
Fibonacci,8,14,Cube,85.31738279,0.81921662
Fibonacci,8,15,Cube,83.93716384,0.874792458
Fibonacci,9,5,Cube,71.12095632,0.681777599
Fibonacci,9,6,Cube,72.91775553,0.678489908
Fibonacci,9,7,Cube,72.77130947,0.762927806
Fibonacci,9,8,Cube,75.84103709,0.720561988
Fibonacci,9,9,Cube,78.16160375,0.747870629
Fibonacci,9,10,Cube,78.22805873,0.792937246
Fibonacci,9,11,Cube,78.2035151,0.791713604
Fibonacci,9,12,Cube,80.81624096,0.809180438
Fibonacci,9,13,Cube,82.16570428,0.850617799
Fibonacci,9,14,Cube,84.55460769,0.909864617
Fibonacci,9,15,Cube,85.17061266,0.850373197
Fibonacci,10,5,Cube,71.62979602,0.706704064
Fibonacci,10,6,Cube,74.09963308,0.74145067
Fibonacci,10,7,Cube,75.27831071,0.736729248
Fibonacci,10,8,Cube,78.69646711,0.778429068
Fibonacci,10,9,Cube,76.41149871,0.768835389
Fibonacci,10,10,Cube,79.19994513,0.774525582
Fibonacci,10,11,Cube,82.21732629,0.810072566
Fibonacci,10,12,Cube,81.09362958,0.842495416
Fibonacci,10,13,Cube,85.30415204,0.872863008
Fibonacci,10,14,Cube,87.23974699,0.875509111
Fibonacci,10,15,Cube,89.86283236,0.91809187
Fibonacci,11,5,Cube,72.37399587,0.742144595
Fibonacci,11,6,Cube,73.39763321,0.775490404
Fibonacci,11,7,Cube,73.88692612,0.753178984
Fibonacci,11,8,Cube,78.86280408,0.775967918
Fibonacci,11,9,Cube,78.8562614,0.808510284
Fibonacci,11,10,Cube,81.83769977,0.850690989
Fibonacci,11,11,Cube,83.20636433,0.835145575
Fibonacci,11,12,Cube,83.22127683,0.856467838
Fibonacci,11,13,Cube,86.41031737,0.854658548
Fibonacci,11,14,Cube,90.36342308,0.894771597
Fibonacci,11,15,Cube,85.74351402,0.927950259
Fibonacci,12,5,Cube,77.54931539,0.730872999
Fibonacci,12,6,Cube,75.50081063,0.74881127
Fibonacci,12,7,Cube,78.39434224,0.76139684
Fibonacci,12,8,Cube,82.4383143,0.768134715
Fibonacci,12,9,Cube,80.93701983,0.84475773
Fibonacci,12,10,Cube,83.33360593,0.850180038
Fibonacci,12,11,Cube,83.28100006,0.882690036
Fibonacci,12,12,Cube,85.98578361,0.899874544
Fibonacci,12,13,Cube,86.45742794,0.892315545
Fibonacci,12,14,Cube,91.35266719,0.919642322
Fibonacci,12,15,Cube,87.46940476,0.902946281
Fibonacci,13,5,Cube,75.98675658,0.764190821
Fibonacci,13,6,Cube,76.61200486,0.743702195
Fibonacci,13,7,Cube,81.76302248,0.817169617
Fibonacci,13,8,Cube,80.52970186,0.845957365
Fibonacci,13,9,Cube,82.70032023,0.792621388
Fibonacci,13,10,Cube,86.31716602,0.883297493
Fibonacci,13,11,Cube,85.24991719,0.924196662
Fibonacci,13,12,Cube,86.69589288,0.8989624
Fibonacci,13,13,Cube,89.80527133,0.960644027
Fibonacci,13,14,Cube,92.15330355,0.932818594
Fibonacci,13,15,Cube,93.04760784,0.98643847
Fibonacci,14,5,Cube,79.32792235,0.741353322
Fibonacci,14,6,Cube,78.193832,0.774815835
Fibonacci,14,7,Cube,79.59106351,0.834104963
Fibonacci,14,8,Cube,84.6562777,0.825912115
Fibonacci,14,9,Cube,84.08910452,0.841755802
Fibonacci,14,10,Cube,87.13106929,0.892748907
Fibonacci,14,11,Cube,88.87773186,0.903191438
Fibonacci,14,12,Cube,88.08677452,0.93965465
Fibonacci,14,13,Cube,89.10014867,0.939609775
Fibonacci,14,14,Cube,94.18676823,0.946608206
Fibonacci,14,15,Cube,93.3504599,1.002968468
Fibonacci,15,5,Cube,79.50667829,0.831316463
Fibonacci,15,6,Cube,81.15336895,0.828644746
Fibonacci,15,7,Cube,82.7287686,0.847088615
Fibonacci,15,8,Cube,84.56973518,0.862456096
Fibonacci,15,9,Cube,86.52363772,0.871606549
Fibonacci,15,10,Cube,88.4903193,0.930054152
Fibonacci,15,11,Cube,90.50166035,0.910090182
Fibonacci,15,12,Cube,92.45874966,0.960839262
Fibonacci,15,13,Cube,94.64526924,0.972222042
Fibonacci,15,14,Cube,92.20937026,0.970824862
Fibonacci,15,15,Cube,94.30605398,1.001450654
Fibonacci,5,5,Prime Numbers,65.07541997,0.619608582
Fibonacci,5,6,Prime Numbers,64.47034,0.59839133
Fibonacci,5,7,Prime Numbers,69.39107894,0.66272818
Fibonacci,5,8,Prime Numbers,71.54535806,0.661268009
Fibonacci,5,9,Prime Numbers,69.96071227,0.671581354
Fibonacci,5,10,Prime Numbers,70.92084352,0.731288678
Fibonacci,5,11,Prime Numbers,72.86725951,0.726744392
Fibonacci,5,12,Prime Numbers,74.66715196,0.73738409
Fibonacci,5,13,Prime Numbers,77.20203287,0.794252302
Fibonacci,5,14,Prime Numbers,78.16765332,0.763314072
Fibonacci,5,15,Prime Numbers,77.81630342,0.829334041
Fibonacci,6,5,Prime Numbers,65.7580584,0.637572701
Fibonacci,6,6,Prime Numbers,66.45934578,0.643600966
Fibonacci,6,7,Prime Numbers,69.97610446,0.664454125
Fibonacci,6,8,Prime Numbers,69.76361251,0.700082718
Fibonacci,6,9,Prime Numbers,71.83268475,0.677726813
Fibonacci,6,10,Prime Numbers,74.15433984,0.704530261
Fibonacci,6,11,Prime Numbers,74.44869946,0.75880315
Fibonacci,6,12,Prime Numbers,75.72047458,0.812552767
Fibonacci,6,13,Prime Numbers,78.99473692,0.781527405
Fibonacci,6,14,Prime Numbers,82.50453366,0.78748158
Fibonacci,6,15,Prime Numbers,81.47649521,0.836412083
Fibonacci,7,5,Prime Numbers,69.97707139,0.656351321
Fibonacci,7,6,Prime Numbers,67.28296054,0.703229501
Fibonacci,7,7,Prime Numbers,74.18953961,0.681525025
Fibonacci,7,8,Prime Numbers,71.83729792,0.70690273
Fibonacci,7,9,Prime Numbers,73.78094249,0.741796599
Fibonacci,7,10,Prime Numbers,74.96863251,0.757602753
Fibonacci,7,11,Prime Numbers,78.83892254,0.724794053
Fibonacci,7,12,Prime Numbers,78.31126896,0.763515062
Fibonacci,7,13,Prime Numbers,78.33646285,0.760654205
Fibonacci,7,14,Prime Numbers,81.8687658,0.816625779
Fibonacci,7,15,Prime Numbers,83.03925243,0.844983717
Fibonacci,8,5,Prime Numbers,68.93553838,0.631170222
Fibonacci,8,6,Prime Numbers,70.87125622,0.685942395
Fibonacci,8,7,Prime Numbers,73.101777,0.717359413
Fibonacci,8,8,Prime Numbers,74.7012024,0.74579847
Fibonacci,8,9,Prime Numbers,74.08566786,0.740463152
Fibonacci,8,10,Prime Numbers,76.01363718,0.74758501
Fibonacci,8,11,Prime Numbers,80.74702163,0.748014945
Fibonacci,8,12,Prime Numbers,76.0343136,0.813329007
Fibonacci,8,13,Prime Numbers,80.05765811,0.806462212
Fibonacci,8,14,Prime Numbers,81.14260644,0.838316831
Fibonacci,8,15,Prime Numbers,85.19570304,0.855946614
Fibonacci,9,5,Prime Numbers,70.0596737,0.674448769
Fibonacci,9,6,Prime Numbers,72.79695403,0.666867797
Fibonacci,9,7,Prime Numbers,74.43595726,0.743307398
Fibonacci,9,8,Prime Numbers,75.48150208,0.757530031
Fibonacci,9,9,Prime Numbers,75.92099079,0.75360593
Fibonacci,9,10,Prime Numbers,76.29943536,0.8019908
Fibonacci,9,11,Prime Numbers,80.87060148,0.798731841
Fibonacci,9,12,Prime Numbers,83.47879891,0.819908942
Fibonacci,9,13,Prime Numbers,82.47867335,0.834140304
Fibonacci,9,14,Prime Numbers,84.47557686,0.855007731
Fibonacci,9,15,Prime Numbers,85.08689349,0.891100785
Fibonacci,10,5,Prime Numbers,73.96351435,0.681828768
Fibonacci,10,6,Prime Numbers,74.67151775,0.710764445
Fibonacci,10,7,Prime Numbers,76.89412833,0.770604088
Fibonacci,10,8,Prime Numbers,76.38301644,0.740629016
Fibonacci,10,9,Prime Numbers,79.0462572,0.782516113
Fibonacci,10,10,Prime Numbers,79.35814637,0.807543979
Fibonacci,10,11,Prime Numbers,81.56896444,0.825885266
Fibonacci,10,12,Prime Numbers,85.76002209,0.833048346
Fibonacci,10,13,Prime Numbers,85.42932775,0.901158047
Fibonacci,10,14,Prime Numbers,85.19747692,0.898129698
Fibonacci,10,15,Prime Numbers,85.79167153,0.902470685
Fibonacci,11,5,Prime Numbers,73.64568165,0.719310254
Fibonacci,11,6,Prime Numbers,76.08528878,0.719222118
Fibonacci,11,7,Prime Numbers,75.03098942,0.741611008
Fibonacci,11,8,Prime Numbers,78.64809058,0.781657722
Fibonacci,11,9,Prime Numbers,80.24809181,0.77250082
Fibonacci,11,10,Prime Numbers,84.16426575,0.820220916
Fibonacci,11,11,Prime Numbers,85.34978761,0.821560288
Fibonacci,11,12,Prime Numbers,83.92125582,0.834353812
Fibonacci,11,13,Prime Numbers,86.85950932,0.888788999
Fibonacci,11,14,Prime Numbers,88.95950997,0.911048124
Fibonacci,11,15,Prime Numbers,87.86092661,0.948800853
Fibonacci,12,5,Prime Numbers,76.31913247,0.762217289
Fibonacci,12,6,Prime Numbers,77.68636339,0.727656705
Fibonacci,12,7,Prime Numbers,78.7058,0.781466985
Fibonacci,12,8,Prime Numbers,77.98909291,0.80092846
Fibonacci,12,9,Prime Numbers,82.10323706,0.812899948
Fibonacci,12,10,Prime Numbers,83.12490069,0.814772003
Fibonacci,12,11,Prime Numbers,86.64218411,0.833385609
Fibonacci,12,12,Prime Numbers,86.12709148,0.858947569
Fibonacci,12,13,Prime Numbers,87.20385042,0.898065138
Fibonacci,12,14,Prime Numbers,88.51861271,0.911948859
Fibonacci,12,15,Prime Numbers,91.09710933,0.951861572
Fibonacci,13,5,Prime Numbers,76.29976094,0.752662949
Fibonacci,13,6,Prime Numbers,75.53949221,0.817349237
Fibonacci,13,7,Prime Numbers,80.50449427,0.828958558
Fibonacci,13,8,Prime Numbers,82.08099881,0.836261967
Fibonacci,13,9,Prime Numbers,81.86667533,0.844295
Fibonacci,13,10,Prime Numbers,82.93828005,0.861201859
Fibonacci,13,11,Prime Numbers,87.03165058,0.857525236
Fibonacci,13,12,Prime Numbers,86.90277897,0.910242563
Fibonacci,13,13,Prime Numbers,88.81738046,0.895673415
Fibonacci,13,14,Prime Numbers,92.83331093,0.933382345
Fibonacci,13,15,Prime Numbers,90.30456352,0.957070078
Fibonacci,14,5,Prime Numbers,79.05684235,0.775187435
Fibonacci,14,6,Prime Numbers,78.9071921,0.795340669
Fibonacci,14,7,Prime Numbers,82.11471176,0.830727995
Fibonacci,14,8,Prime Numbers,83.56458993,0.82702563
Fibonacci,14,9,Prime Numbers,85.35126891,0.820518398
Fibonacci,14,10,Prime Numbers,85.27113221,0.881054976
Fibonacci,14,11,Prime Numbers,86.76680803,0.91019961
Fibonacci,14,12,Prime Numbers,89.3608029,0.941765355
Fibonacci,14,13,Prime Numbers,91.61869748,0.928656991
Fibonacci,14,14,Prime Numbers,90.65462809,0.953518651
Fibonacci,14,15,Prime Numbers,94.28197339,0.97124827
Fibonacci,15,5,Prime Numbers,79.20947033,0.792169188
Fibonacci,15,6,Prime Numbers,81.01045937,0.802290061
Fibonacci,15,7,Prime Numbers,85.11953165,0.861747434
Fibonacci,15,8,Prime Numbers,86.14579057,0.893020114
Fibonacci,15,9,Prime Numbers,85.34751484,0.888821106
Fibonacci,15,10,Prime Numbers,88.58874485,0.925174781
Fibonacci,15,11,Prime Numbers,89.54178435,0.919250895
Fibonacci,15,12,Prime Numbers,94.53151689,0.916175692
Fibonacci,15,13,Prime Numbers,90.48511797,0.981603716
Fibonacci,15,14,Prime Numbers,94.27503109,1.014619068
Fibonacci,15,15,Prime Numbers,94.31757634,0.998999796
Fibonacci,5,5,Ramanujan Summation,63.56470423,0.58866566
Fibonacci,5,6,Ramanujan Summation,66.12361105,0.596388602
Fibonacci,5,7,Ramanujan Summation,68.82542472,0.633947022
Fibonacci,5,8,Ramanujan Summation,70.67862363,0.650007884
