convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Fibonacci,14,14,Square,91.78495068,0.921994731
Fibonacci,14,15,Square,92.29974281,0.971398969
Fibonacci,15,5,Square,79.03762205,0.804294049
Fibonacci,15,6,Square,81.87651925,0.863763945
Fibonacci,15,7,Square,84.18668987,0.863771775
Fibonacci,15,8,Square,84.71569472,0.84149317
Fibonacci,15,9,Square,86.0903733,0.892181177
Fibonacci,15,10,Square,86.5364083,0.874399979
Fibonacci,15,11,Square,88.79607726,0.880810387
Fibonacci,15,12,Square,91.28102782,0.932753371
Fibonacci,15,13,Square,94.73010498,0.9576169
Fibonacci,15,14,Square,94.72210797,0.995743647
Fibonacci,15,15,Square,95.88396718,0.963679838
Fibonacci,5,5,Cube,63.50848811,0.561774406
Fibonacci,5,6,Cube,64.78243535,0.608329555
Fibonacci,5,7,Cube,69.49527219,0.659462669
Fibonacci,5,8,Cube,69.54978217,0.636639678
Fibonacci,5,9,Cube,72.04765717,0.660969146
Fibonacci,5,10,Cube,71.47384354,0.721027062
Fibonacci,5,11,Cube,76.06478028,0.719980927
Fibonacci,5,12,Cube,72.47806119,0.740239506
Fibonacci,5,13,Cube,77.69892526,0.794184376
Fibonacci,5,14,Cube,76.95451123,0.783996171
Fibonacci,5,15,Cube,80.60319851,0.784072553
Fibonacci,6,5,Cube,67.27571997,0.652295923
Fibonacci,6,6,Cube,67.38739776,0.651752727
Fibonacci,6,7,Cube,69.7977197,0.6401801
Fibonacci,6,8,Cube,73.59413235,0.646239729
Fibonacci,6,9,Cube,70.82988969,0.680659163
Fibonacci,6,10,Cube,74.41666114,0.67820198
Fibonacci,6,11,Cube,78.60168044,0.745556955
Fibonacci,6,12,Cube,79.00238509,0.756883757
Fibonacci,6,13,Cube,79.31103303,0.750135406
Fibonacci,6,14,Cube,80.74082606,0.822994192
Fibonacci,6,15,Cube,78.25615745,0.804702514
Fibonacci,7,5,Cube,68.20638033,0.670483331
Fibonacci,7,6,Cube,70.81128178,0.66329294
Fibonacci,7,7,Cube,72.07678937,0.684239254
Fibonacci,7,8,Cube,72.54120306,0.676627999
Fibonacci,7,9,Cube,72.31849729,0.709936324
Fibonacci,7,10,Cube,74.88373327,0.720655526
Fibonacci,7,11,Cube,76.20131376,0.764896958
Fibonacci,7,12,Cube,76.94547759,0.799807477
Fibonacci,7,13,Cube,80.77706965,0.846534375
Fibonacci,7,14,Cube,80.99140173,0.827795884
Fibonacci,7,15,Cube,83.90521677,0.85069336
Fibonacci,8,5,Cube,69.89953276,0.702227665
Fibonacci,8,6,Cube,72.28261028,0.658981737
Fibonacci,8,7,Cube,72.93855404,0.703885238
Fibonacci,8,8,Cube,74.82935781,0.6894472
Fibonacci,8,9,Cube,74.96343284,0.745953432
Fibonacci,8,10,Cube,76.56305544,0.796164453
Fibonacci,8,11,Cube,75.46607633,0.779001722
Fibonacci,8,12,Cube,79.61334578,0.769919175
Fibonacci,8,13,Cube,82.18538455,0.818118426
Fibonacci,8,14,Cube,81.3195055,0.854685816
Fibonacci,8,15,Cube,87.1962512,0.849257342
Fibonacci,9,5,Cube,69.79134828,0.680019082
Fibonacci,9,6,Cube,72.04779443,0.688559059
Fibonacci,9,7,Cube,76.37365987,0.731418213
Fibonacci,9,8,Cube,75.60248891,0.779169863
Fibonacci,9,9,Cube,77.80236667,0.755622517
Fibonacci,9,10,Cube,77.49806223,0.800646516
Fibonacci,9,11,Cube,79.35616646,0.804338773
Fibonacci,9,12,Cube,80.42316579,0.788185618
Fibonacci,9,13,Cube,84.10582531,0.874754675
Fibonacci,9,14,Cube,85.3653041,0.857291877
Fibonacci,9,15,Cube,87.21667115,0.855510546
Fibonacci,10,5,Cube,71.46664219,0.697896221
Fibonacci,10,6,Cube,71.73019926,0.703621545
Fibonacci,10,7,Cube,76.40340861,0.747367851
Fibonacci,10,8,Cube,76.36845041,0.715812713
Fibonacci,10,9,Cube,76.34595665,0.760784658
Fibonacci,10,10,Cube,81.30022611,0.802873277
Fibonacci,10,11,Cube,81.14717239,0.812328536
Fibonacci,10,12,Cube,83.61900211,0.84589477
Fibonacci,10,13,Cube,85.76431235,0.896537042
Fibonacci,10,14,Cube,83.93139277,0.888706069
Fibonacci,10,15,Cube,88.94535892,0.898958322
Fibonacci,11,5,Cube,74.42504284,0.736209458
Fibonacci,11,6,Cube,75.55725595,0.720839538
Fibonacci,11,7,Cube,77.24243814,0.767843478
Fibonacci,11,8,Cube,79.62242394,0.793500213
Fibonacci,11,9,Cube,77.32771799,0.792699396
Fibonacci,11,10,Cube,82.12450474,0.829852711
Fibonacci,11,11,Cube,83.14363227,0.871937928
Fibonacci,11,12,Cube,83.00790885,0.86348227
Fibonacci,11,13,Cube,87.18279275,0.838910927
Fibonacci,11,14,Cube,86.14143057,0.933596258
Fibonacci,11,15,Cube,86.91354177,0.920490941
Fibonacci,12,5,Cube,75.09961682,0.723946104
Fibonacci,12,6,Cube,76.95512701,0.774600132
Fibonacci,12,7,Cube,77.64696902,0.777210125
Fibonacci,12,8,Cube,77.37549765,0.805951193
Fibonacci,12,9,Cube,80.72533343,0.862976659
Fibonacci,12,10,Cube,83.20164178,0.859202847
Fibonacci,12,11,Cube,84.89235416,0.89530661
Fibonacci,12,12,Cube,87.22230771,0.925819751
Fibonacci,12,13,Cube,89.13849394,0.921901608
Fibonacci,12,14,Cube,88.45296114,0.899115878
Fibonacci,12,15,Cube,89.54102402,0.918443117
Fibonacci,13,5,Cube,77.10081513,0.796973207
Fibonacci,13,6,Cube,78.84799142,0.766034415
Fibonacci,13,7,Cube,82.60143527,0.832193058
Fibonacci,13,8,Cube,81.18259192,0.799325423
Fibonacci,13,9,Cube,84.72902445,0.847171771
Fibonacci,13,10,Cube,83.73470519,0.843390973
Fibonacci,13,11,Cube,87.21689681,0.879718579
Fibonacci,13,12,Cube,85.04514407,0.9157641
Fibonacci,13,13,Cube,89.78695841,0.909350306
Fibonacci,13,14,Cube,87.48996038,0.934284832
Fibonacci,13,15,Cube,92.46439235,0.947450111
Fibonacci,14,5,Cube,79.17151586,0.7735426
Fibonacci,14,6,Cube,79.27652228,0.76852248
Fibonacci,14,7,Cube,80.30791302,0.804905472
Fibonacci,14,8,Cube,82.71852237,0.850439106
Fibonacci,14,9,Cube,85.05344089,0.874946464
Fibonacci,14,10,Cube,85.75206953,0.857835229
Fibonacci,14,11,Cube,88.19715857,0.911596541
Fibonacci,14,12,Cube,89.27396795,0.926990341
Fibonacci,14,13,Cube,90.08363804,0.970302179
Fibonacci,14,14,Cube,91.64305927,0.956002414
Fibonacci,14,15,Cube,93.97125488,0.982133646
Fibonacci,15,5,Cube,79.92207075,0.777278524
Fibonacci,15,6,Cube,80.19938333,0.818508949
Fibonacci,15,7,Cube,81.1067296,0.869753009
Fibonacci,15,8,Cube,84.65820286,0.843109008
Fibonacci,15,9,Cube,86.94648596,0.866304895
Fibonacci,15,10,Cube,87.05487035,0.928719059
Fibonacci,15,11,Cube,89.53473512,0.912102853
Fibonacci,15,12,Cube,90.10861375,0.96103008
Fibonacci,15,13,Cube,91.57226439,0.946441595
Fibonacci,15,14,Cube,93.85198507,0.977912233
Fibonacci,15,15,Cube,94.50712078,0.984179741
Fibonacci,5,5,Prime Numbers,61.75292974,0.615365478
Fibonacci,5,6,Prime Numbers,67.89698991,0.635449686
Fibonacci,5,7,Prime Numbers,67.30713374,0.633857579
Fibonacci,5,8,Prime Numbers,69.92297349,0.664575001
Fibonacci,5,9,Prime Numbers,73.74266902,0.705458416
Fibonacci,5,10,Prime Numbers,74.2516235,0.728985984
Fibonacci,5,11,Prime Numbers,71.75137181,0.73438164
Fibonacci,5,12,Prime Numbers,73.70174157,0.743952974
Fibonacci,5,13,Prime Numbers,76.27811828,0.773978192
Fibonacci,5,14,Prime Numbers,79.01087598,0.826936717
Fibonacci,5,15,Prime Numbers,81.27918002,0.826992431
Fibonacci,6,5,Prime Numbers,64.63903306,0.662356456
Fibonacci,6,6,Prime Numbers,68.23950735,0.662899228
Fibonacci,6,7,Prime Numbers,68.80325463,0.671176058
Fibonacci,6,8,Prime Numbers,71.51698913,0.688700617
Fibonacci,6,9,Prime Numbers,73.61944933,0.702923438
Fibonacci,6,10,Prime Numbers,72.11491705,0.6944818
Fibonacci,6,11,Prime Numbers,75.61531859,0.77106217
Fibonacci,6,12,Prime Numbers,76.67442869,0.744867311
Fibonacci,6,13,Prime Numbers,79.08351105,0.789489594
Fibonacci,6,14,Prime Numbers,77.33006499,0.835394325
Fibonacci,6,15,Prime Numbers,82.16584436,0.834655634
Fibonacci,7,5,Prime Numbers,67.97180256,0.623557069
Fibonacci,7,6,Prime Numbers,68.01979322,0.676634827
Fibonacci,7,7,Prime Numbers,69.20465568,0.666295548
Fibonacci,7,8,Prime Numbers,74.34455845,0.705165988
Fibonacci,7,9,Prime Numbers,70.76644809,0.742032259
Fibonacci,7,10,Prime Numbers,75.23787736,0.742759655
Fibonacci,7,11,Prime Numbers,76.11353147,0.748493558
Fibonacci,7,12,Prime Numbers,77.2356747,0.808613147
Fibonacci,7,13,Prime Numbers,77.67918364,0.802506932
Fibonacci,7,14,Prime Numbers,81.96873668,0.778803106
Fibonacci,7,15,Prime Numbers,81.14969907,0.840992091
Fibonacci,8,5,Prime Numbers,68.72798695,0.649083481
Fibonacci,8,6,Prime Numbers,72.57166773,0.65097433
Fibonacci,8,7,Prime Numbers,68.15296621,0.675517813
Fibonacci,8,8,Prime Numbers,74.2489045,0.700690114
Fibonacci,8,9,Prime Numbers,76.58989929,0.742950026
Fibonacci,8,10,Prime Numbers,77.37109738,0.741143512
Fibonacci,8,11,Prime Numbers,77.14976707,0.757034659
Fibonacci,8,12,Prime Numbers,79.87999519,0.834804448
Fibonacci,8,13,Prime Numbers,83.39467192,0.829368756
Fibonacci,8,14,Prime Numbers,83.226561,0.847477607
Fibonacci,8,15,Prime Numbers,83.81786686,0.837944785
Fibonacci,9,5,Prime Numbers,70.0999704,0.680401116
Fibonacci,9,6,Prime Numbers,71.75481319,0.681016418
Fibonacci,9,7,Prime Numbers,73.1631309,0.703813381
Fibonacci,9,8,Prime Numbers,76.23366141,0.74940977
Fibonacci,9,9,Prime Numbers,77.84221148,0.73510947
Fibonacci,9,10,Prime Numbers,77.6586031,0.744241854
Fibonacci,9,11,Prime Numbers,79.74432677,0.788297311
Fibonacci,9,12,Prime Numbers,81.70635773,0.811467666
Fibonacci,9,13,Prime Numbers,82.94169917,0.872031025
Fibonacci,9,14,Prime Numbers,86.12757399,0.896036874
Fibonacci,9,15,Prime Numbers,84.99365125,0.905508304
Fibonacci,10,5,Prime Numbers,71.41245495,0.689059707
Fibonacci,10,6,Prime Numbers,75.01486706,0.708357102
Fibonacci,10,7,Prime Numbers,74.45476328,0.733423954
Fibonacci,10,8,Prime Numbers,76.87023615,0.745231993
Fibonacci,10,9,Prime Numbers,77.25846185,0.806416607
Fibonacci,10,10,Prime Numbers,78.82177131,0.809105407
Fibonacci,10,11,Prime Numbers,82.85295494,0.798770337
Fibonacci,10,12,Prime Numbers,84.43260319,0.802265659
Fibonacci,10,13,Prime Numbers,84.73146307,0.832910868
Fibonacci,10,14,Prime Numbers,87.75338758,0.878730296
Fibonacci,10,15,Prime Numbers,86.32901167,0.940050836
Fibonacci,11,5,Prime Numbers,71.07907608,0.715337744
Fibonacci,11,6,Prime Numbers,76.08801828,0.73330957
Fibonacci,11,7,Prime Numbers,74.92254114,0.723684658
Fibonacci,11,8,Prime Numbers,80.695353,0.736367358
Fibonacci,11,9,Prime Numbers,79.71385681,0.786631728
Fibonacci,11,10,Prime Numbers,80.76406787,0.808001017
Fibonacci,11,11,Prime Numbers,82.774744,0.849472122
Fibonacci,11,12,Prime Numbers,89.08908749,0.855593137
Fibonacci,11,13,Prime Numbers,86.37756588,0.829874334
Fibonacci,11,14,Prime Numbers,87.00932425,0.890757925
Fibonacci,11,15,Prime Numbers,90.6127393,0.911434468
Fibonacci,12,5,Prime Numbers,74.336887,0.735687973
Fibonacci,12,6,Prime Numbers,78.33959718,0.760020468
Fibonacci,12,7,Prime Numbers,76.20639853,0.801820667
Fibonacci,12,8,Prime Numbers,80.93914824,0.793070918
Fibonacci,12,9,Prime Numbers,83.77560189,0.824159571
Fibonacci,12,10,Prime Numbers,83.87037696,0.829056551
Fibonacci,12,11,Prime Numbers,80.76611493,0.88241262
Fibonacci,12,12,Prime Numbers,84.76480343,0.923290032
Fibonacci,12,13,Prime Numbers,88.71232688,0.90830134
Fibonacci,12,14,Prime Numbers,88.60248888,0.930666727
Fibonacci,12,15,Prime Numbers,87.68449187,0.943459453
Fibonacci,13,5,Prime Numbers,76.87808458,0.737455487
Fibonacci,13,6,Prime Numbers,81.0689905,0.811173989
Fibonacci,13,7,Prime Numbers,81.40043928,0.791909408
Fibonacci,13,8,Prime Numbers,83.21799304,0.814349233
Fibonacci,13,9,Prime Numbers,85.41036239,0.857689521
Fibonacci,13,10,Prime Numbers,83.6558047,0.913799974
Fibonacci,13,11,Prime Numbers,86.93166879,0.893394173
Fibonacci,13,12,Prime Numbers,87.67167383,0.87766901
Fibonacci,13,13,Prime Numbers,89.3116722,0.90838012
Fibonacci,13,14,Prime Numbers,87.83632463,0.952860382
Fibonacci,13,15,Prime Numbers,90.95763056,0.983659691
Fibonacci,14,5,Prime Numbers,77.82269813,0.78146113
Fibonacci,14,6,Prime Numbers,81.56202014,0.789754195
Fibonacci,14,7,Prime Numbers,82.54801977,0.846738174
Fibonacci,14,8,Prime Numbers,83.04162277,0.854263986
Fibonacci,14,9,Prime Numbers,82.74210853,0.845305954
Fibonacci,14,10,Prime Numbers,84.74769284,0.887577998
Fibonacci,14,11,Prime Numbers,86.42995775,0.941233131
Fibonacci,14,12,Prime Numbers,91.19452815,0.918057539
Fibonacci,14,13,Prime Numbers,88.39208796,0.915672347
Fibonacci,14,14,Prime Numbers,89.1997741,0.951263137
Fibonacci,14,15,Prime Numbers,93.25458502,0.961856455
Fibonacci,15,5,Prime Numbers,81.17091519,0.805626135
Fibonacci,15,6,Prime Numbers,82.75887069,0.834266266
Fibonacci,15,7,Prime Numbers,80.71123977,0.880339158
Fibonacci,15,8,Prime Numbers,84.24724636,0.818001485
Fibonacci,15,9,Prime Numbers,86.62925629,0.884403621
Fibonacci,15,10,Prime Numbers,85.33284162,0.903536535
Fibonacci,15,11,Prime Numbers,89.4702822,0.896885255
Fibonacci,15,12,Prime Numbers,88.68654541,0.936272239
Fibonacci,15,13,Prime Numbers,92.59394887,0.916977786
Fibonacci,15,14,Prime Numbers,93.7784728,0.976619307
Fibonacci,15,15,Prime Numbers,94.47562822,0.978181341
Fibonacci,5,5,Ramanujan Summation,66.5411094,0.61397597
Fibonacci,5,6,Ramanujan Summation,68.97453592,0.667339907
Fibonacci,5,7,Ramanujan Summation,67.13511474,0.626276762
Fibonacci,5,8,Ramanujan Summation,67.9555912,0.726458465
