convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Fibonacci,11,14,Fibonacci,86.76866264,0.883435421
Fibonacci,11,15,Fibonacci,88.94880349,0.908478141
Fibonacci,12,5,Fibonacci,75.72005261,0.785613157
Fibonacci,12,6,Fibonacci,76.32173808,0.780345137
Fibonacci,12,7,Fibonacci,79.58331223,0.812077947
Fibonacci,12,8,Fibonacci,80.87903565,0.801735852
Fibonacci,12,9,Fibonacci,80.91504754,0.819590663
Fibonacci,12,10,Fibonacci,84.42239821,0.849961287
Fibonacci,12,11,Fibonacci,83.11324864,0.867759693
Fibonacci,12,12,Fibonacci,83.19423263,0.889574852
Fibonacci,12,13,Fibonacci,86.91288195,0.902802487
Fibonacci,12,14,Fibonacci,87.40461353,0.918890437
Fibonacci,12,15,Fibonacci,88.80476761,0.904181244
Fibonacci,13,5,Fibonacci,75.7908381,0.770198367
Fibonacci,13,6,Fibonacci,78.29955121,0.764280899
Fibonacci,13,7,Fibonacci,80.56328435,0.774936876
Fibonacci,13,8,Fibonacci,79.47741563,0.834854591
Fibonacci,13,9,Fibonacci,84.30303471,0.843984437
Fibonacci,13,10,Fibonacci,85.24632429,0.813517176
Fibonacci,13,11,Fibonacci,86.79103222,0.89607777
Fibonacci,13,12,Fibonacci,87.05562459,0.946574492
Fibonacci,13,13,Fibonacci,89.41465312,0.926972082
Fibonacci,13,14,Fibonacci,91.24169778,0.92344801
Fibonacci,13,15,Fibonacci,93.60616657,0.948530196
Fibonacci,14,5,Fibonacci,79.13442441,0.76574392
Fibonacci,14,6,Fibonacci,77.029327,0.758013959
Fibonacci,14,7,Fibonacci,81.05130216,0.868731982
Fibonacci,14,8,Fibonacci,78.9764291,0.844895163
Fibonacci,14,9,Fibonacci,84.43083888,0.852048582
Fibonacci,14,10,Fibonacci,86.46601038,0.897050436
Fibonacci,14,11,Fibonacci,88.12635065,0.877165157
Fibonacci,14,12,Fibonacci,88.77570871,0.912926992
Fibonacci,14,13,Fibonacci,91.73694838,0.936421468
Fibonacci,14,14,Fibonacci,96.51987551,0.966341153
Fibonacci,14,15,Fibonacci,91.96021519,0.99287484
Fibonacci,15,5,Fibonacci,79.83704884,0.804400478
Fibonacci,15,6,Fibonacci,82.0136907,0.84944118
Fibonacci,15,7,Fibonacci,83.38454718,0.829027047
Fibonacci,15,8,Fibonacci,86.36917222,0.865682932
Fibonacci,15,9,Fibonacci,85.40044754,0.876329879
Fibonacci,15,10,Fibonacci,89.10258624,0.911432998
Fibonacci,15,11,Fibonacci,88.9179619,0.923065826
Fibonacci,15,12,Fibonacci,88.91716182,0.934842018
Fibonacci,15,13,Fibonacci,90.98346455,0.921720178
Fibonacci,15,14,Fibonacci,94.67900758,1.004758807
Fibonacci,15,15,Fibonacci,93.57898725,1.00206231
Fibonacci,5,5,Square,63.36866834,0.618061662
Fibonacci,5,6,Square,64.44828877,0.614657672
Fibonacci,5,7,Square,66.75579988,0.633190967
Fibonacci,5,8,Square,69.01163758,0.666784454
Fibonacci,5,9,Square,72.66710023,0.662540211
Fibonacci,5,10,Square,74.14832332,0.69441692
Fibonacci,5,11,Square,73.62760196,0.725869374
Fibonacci,5,12,Square,75.58286686,0.764827247
Fibonacci,5,13,Square,76.26138494,0.759786694
Fibonacci,5,14,Square,77.16647866,0.781298575
Fibonacci,5,15,Square,81.13141691,0.803378529
Fibonacci,6,5,Square,64.43520904,0.616680984
Fibonacci,6,6,Square,68.2335373,0.628747149
Fibonacci,6,7,Square,69.76622688,0.645050706
Fibonacci,6,8,Square,71.24371711,0.653309346
Fibonacci,6,9,Square,68.87003543,0.700211779
Fibonacci,6,10,Square,72.79264214,0.748892562
Fibonacci,6,11,Square,75.07959647,0.718297831
Fibonacci,6,12,Square,76.56812521,0.72358393
Fibonacci,6,13,Square,79.7737577,0.796601692
Fibonacci,6,14,Square,78.39862001,0.820949064
Fibonacci,6,15,Square,81.55811387,0.795829088
Fibonacci,7,5,Square,66.04242319,0.601773835
Fibonacci,7,6,Square,68.82409509,0.67571279
Fibonacci,7,7,Square,72.37799648,0.693477539
Fibonacci,7,8,Square,72.43029086,0.688954919
Fibonacci,7,9,Square,74.48777315,0.734604006
Fibonacci,7,10,Square,75.37946547,0.725208105
Fibonacci,7,11,Square,77.93507431,0.791985544
Fibonacci,7,12,Square,75.84830974,0.775099607
Fibonacci,7,13,Square,80.33068313,0.812593513
Fibonacci,7,14,Square,79.23838802,0.819300327
Fibonacci,7,15,Square,85.62482279,0.843170121
Fibonacci,8,5,Square,69.42669504,0.653376464
Fibonacci,8,6,Square,68.82776997,0.664069765
Fibonacci,8,7,Square,72.82971397,0.7288969
Fibonacci,8,8,Square,74.66462916,0.724169582
Fibonacci,8,9,Square,73.92389414,0.73127765
Fibonacci,8,10,Square,76.36129069,0.723626003
Fibonacci,8,11,Square,76.49263676,0.808895903
Fibonacci,8,12,Square,78.15685412,0.785698173
Fibonacci,8,13,Square,79.65153135,0.833659905
Fibonacci,8,14,Square,84.15086244,0.846877387
Fibonacci,8,15,Square,81.92373185,0.879368672
Fibonacci,9,5,Square,72.73200772,0.645397982
Fibonacci,9,6,Square,73.45703935,0.701229086
Fibonacci,9,7,Square,74.88081543,0.734821668
Fibonacci,9,8,Square,76.00099175,0.691340069
Fibonacci,9,9,Square,77.22952006,0.755025905
Fibonacci,9,10,Square,77.77562197,0.770683046
Fibonacci,9,11,Square,79.69818811,0.810518405
Fibonacci,9,12,Square,83.04643489,0.815042369
Fibonacci,9,13,Square,83.78203164,0.838725692
Fibonacci,9,14,Square,83.59282034,0.845011832
Fibonacci,9,15,Square,84.59718217,0.879732298
Fibonacci,10,5,Square,70.88237913,0.691089153
Fibonacci,10,6,Square,73.28095966,0.706423289
Fibonacci,10,7,Square,75.16030818,0.712792566
Fibonacci,10,8,Square,76.87266049,0.779180871
Fibonacci,10,9,Square,77.96887798,0.777222301
Fibonacci,10,10,Square,80.93391725,0.798404361
Fibonacci,10,11,Square,81.31667916,0.838818655
Fibonacci,10,12,Square,81.87532537,0.839590938
Fibonacci,10,13,Square,85.75722524,0.878836628
Fibonacci,10,14,Square,84.34214373,0.886033924
Fibonacci,10,15,Square,87.91838221,0.908311426
Fibonacci,11,5,Square,72.87415377,0.701004064
Fibonacci,11,6,Square,75.31540953,0.726744416
Fibonacci,11,7,Square,77.30316405,0.790435012
Fibonacci,11,8,Square,78.78578118,0.784440662
Fibonacci,11,9,Square,80.58804961,0.784816629
Fibonacci,11,10,Square,82.25506793,0.834860664
Fibonacci,11,11,Square,82.99346161,0.841349152
Fibonacci,11,12,Square,84.99390453,0.876317904
Fibonacci,11,13,Square,85.70255107,0.850220329
Fibonacci,11,14,Square,88.45867287,0.915218802
Fibonacci,11,15,Square,88.55634841,0.942659392
Fibonacci,12,5,Square,74.99661586,0.770448628
Fibonacci,12,6,Square,75.17081055,0.734035672
Fibonacci,12,7,Square,79.2108533,0.815274986
Fibonacci,12,8,Square,82.64074073,0.80779947
Fibonacci,12,9,Square,83.0509142,0.814693573
Fibonacci,12,10,Square,81.58117303,0.831572218
Fibonacci,12,11,Square,84.90670906,0.826823217
Fibonacci,12,12,Square,84.2103809,0.900724604
Fibonacci,12,13,Square,86.83419103,0.900938036
Fibonacci,12,14,Square,88.96141587,0.918684985
Fibonacci,12,15,Square,91.15879389,0.942433738
Fibonacci,13,5,Square,76.36639716,0.767902004
Fibonacci,13,6,Square,79.51813245,0.784093817
Fibonacci,13,7,Square,81.64760292,0.802813177
Fibonacci,13,8,Square,82.03590368,0.810730397
Fibonacci,13,9,Square,79.68377871,0.855783479
Fibonacci,13,10,Square,88.37687435,0.886796136
Fibonacci,13,11,Square,88.43823358,0.880351003
Fibonacci,13,12,Square,86.98663421,0.899235984
Fibonacci,13,13,Square,91.02676726,0.873682488
Fibonacci,13,14,Square,90.11989177,0.96455479
Fibonacci,13,15,Square,90.70930326,0.956061717
Fibonacci,14,5,Square,77.91420332,0.7525595
Fibonacci,14,6,Square,82.49820919,0.815317007
Fibonacci,14,7,Square,79.02105384,0.820999023
Fibonacci,14,8,Square,80.0035549,0.819400741
Fibonacci,14,9,Square,86.45833446,0.868527905
Fibonacci,14,10,Square,86.92632918,0.881451283
Fibonacci,14,11,Square,87.65994377,0.914085758
Fibonacci,14,12,Square,89.06029267,0.892050342
Fibonacci,14,13,Square,89.46092455,0.954222087
Fibonacci,14,14,Square,93.71902095,0.962349321
Fibonacci,14,15,Square,94.09388612,1.026759176
Fibonacci,15,5,Square,78.22788101,0.801050609
Fibonacci,15,6,Square,82.95499194,0.802645387
Fibonacci,15,7,Square,83.67013928,0.819612178
Fibonacci,15,8,Square,85.35871336,0.860335176
Fibonacci,15,9,Square,86.43683426,0.892233284
Fibonacci,15,10,Square,89.29248249,0.896033805
Fibonacci,15,11,Square,85.64222811,0.904208753
Fibonacci,15,12,Square,89.64373264,0.948433936
Fibonacci,15,13,Square,92.13337929,0.960855849
Fibonacci,15,14,Square,94.63275735,0.967515816
Fibonacci,15,15,Square,94.71378595,0.974501169
Fibonacci,5,5,Cube,65.01709278,0.576469757
Fibonacci,5,6,Cube,67.85722434,0.641901123
Fibonacci,5,7,Cube,69.34248554,0.639413907
Fibonacci,5,8,Cube,68.70373334,0.682562106
Fibonacci,5,9,Cube,70.17553478,0.698466718
Fibonacci,5,10,Cube,72.73634131,0.690093974
Fibonacci,5,11,Cube,74.11253266,0.70671622
Fibonacci,5,12,Cube,74.47555584,0.737951613
Fibonacci,5,13,Cube,76.63335648,0.72541866
Fibonacci,5,14,Cube,78.26680989,0.755748322
Fibonacci,5,15,Cube,79.27281644,0.750493317
Fibonacci,6,5,Cube,67.18787768,0.597804647
Fibonacci,6,6,Cube,68.67545697,0.64222551
Fibonacci,6,7,Cube,70.81360883,0.665673339
Fibonacci,6,8,Cube,70.56554674,0.686164418
Fibonacci,6,9,Cube,69.58058157,0.685356441
Fibonacci,6,10,Cube,74.82552537,0.700656308
Fibonacci,6,11,Cube,72.16771724,0.759020559
Fibonacci,6,12,Cube,78.74078675,0.733504953
Fibonacci,6,13,Cube,79.14600313,0.765743981
Fibonacci,6,14,Cube,80.43116788,0.8329545
Fibonacci,6,15,Cube,78.28936469,0.808976202
Fibonacci,7,5,Cube,69.89928347,0.624525065
Fibonacci,7,6,Cube,69.97043641,0.652557757
Fibonacci,7,7,Cube,71.30587864,0.701725529
Fibonacci,7,8,Cube,71.13500652,0.70708405
Fibonacci,7,9,Cube,73.07447694,0.712961826
Fibonacci,7,10,Cube,75.60429192,0.730320337
Fibonacci,7,11,Cube,77.32689097,0.725144655
Fibonacci,7,12,Cube,76.91374391,0.786134541
Fibonacci,7,13,Cube,80.82543383,0.783978352
Fibonacci,7,14,Cube,80.83997663,0.810889021
Fibonacci,7,15,Cube,83.24074411,0.864305492
Fibonacci,8,5,Cube,70.29788256,0.63347581
Fibonacci,8,6,Cube,68.44736929,0.696541462
Fibonacci,8,7,Cube,73.08567032,0.698443478
Fibonacci,8,8,Cube,74.43047187,0.712347495
Fibonacci,8,9,Cube,74.89206756,0.725904845
Fibonacci,8,10,Cube,78.83554772,0.735973874
Fibonacci,8,11,Cube,79.39933231,0.779401074
Fibonacci,8,12,Cube,80.62660176,0.826875356
Fibonacci,8,13,Cube,80.93895943,0.82841235
Fibonacci,8,14,Cube,82.61759492,0.825633253
Fibonacci,8,15,Cube,83.49557541,0.857452765
Fibonacci,9,5,Cube,71.27192884,0.654605433
Fibonacci,9,6,Cube,74.61710376,0.693571279
Fibonacci,9,7,Cube,75.08663642,0.717893429
Fibonacci,9,8,Cube,75.84465618,0.770661467
Fibonacci,9,9,Cube,76.05784788,0.763597026
Fibonacci,9,10,Cube,80.48720809,0.78471416
Fibonacci,9,11,Cube,78.68010472,0.827411299
Fibonacci,9,12,Cube,83.34851424,0.816314509
Fibonacci,9,13,Cube,83.25752628,0.819931414
Fibonacci,9,14,Cube,86.3440088,0.877607604
Fibonacci,9,15,Cube,86.18175201,0.893875797
Fibonacci,10,5,Cube,73.54198039,0.681857174
Fibonacci,10,6,Cube,72.54051384,0.730852379
Fibonacci,10,7,Cube,73.55745172,0.779721164
Fibonacci,10,8,Cube,73.73897872,0.783742176
Fibonacci,10,9,Cube,80.48446143,0.77261254
Fibonacci,10,10,Cube,79.75003945,0.816943029
Fibonacci,10,11,Cube,80.88501873,0.825520594
Fibonacci,10,12,Cube,81.63645011,0.813569535
Fibonacci,10,13,Cube,84.09650305,0.842576737
Fibonacci,10,14,Cube,86.69499077,0.918027113
Fibonacci,10,15,Cube,88.49517265,0.91198513
Fibonacci,11,5,Cube,76.04308605,0.7196991
Fibonacci,11,6,Cube,77.12344858,0.738111431
Fibonacci,11,7,Cube,77.64903294,0.775114413
Fibonacci,11,8,Cube,79.5337839,0.75734728
Fibonacci,11,9,Cube,79.00960849,0.808350392
Fibonacci,11,10,Cube,81.16034628,0.810777576
Fibonacci,11,11,Cube,82.5658934,0.819375887
Fibonacci,11,12,Cube,84.51348641,0.85587647
Fibonacci,11,13,Cube,84.49754325,0.856305444
Fibonacci,11,14,Cube,87.98704672,0.928747536
Fibonacci,11,15,Cube,90.36007146,0.911447336
Fibonacci,12,5,Cube,74.87302424,0.725708169
Fibonacci,12,6,Cube,77.40656232,0.757903485
Fibonacci,12,7,Cube,79.67608224,0.745248997
Fibonacci,12,8,Cube,83.73219423,0.788012598
Fibonacci,12,9,Cube,81.99363801,0.83931315
Fibonacci,12,10,Cube,81.49707557,0.819506556
Fibonacci,12,11,Cube,85.34999884,0.87122519
Fibonacci,12,12,Cube,86.06329474,0.865153688
Fibonacci,12,13,Cube,87.20906482,0.905452833
Fibonacci,12,14,Cube,91.02494527,0.932735436
Fibonacci,12,15,Cube,89.12101331,0.918925435
Fibonacci,13,5,Cube,78.04106545,0.76745105
Fibonacci,13,6,Cube,78.98787534,0.782443266
Fibonacci,13,7,Cube,81.11938136,0.799309221
Fibonacci,13,8,Cube,82.65915568,0.833824323
Fibonacci,13,9,Cube,83.81991815,0.877835135
Fibonacci,13,10,Cube,84.20297331,0.829848611
Fibonacci,13,11,Cube,89.11877408,0.870662741
Fibonacci,13,12,Cube,88.0709521,0.897910944
Fibonacci,13,13,Cube,87.66391912,0.911620282
Fibonacci,13,14,Cube,89.17667386,0.954260082
Fibonacci,13,15,Cube,92.26479522,0.959533003
Fibonacci,14,5,Cube,77.66256521,0.807782918
Fibonacci,14,6,Cube,77.95779526,0.797680837
Fibonacci,14,7,Cube,78.80107647,0.839211098
Fibonacci,14,8,Cube,84.04280868,0.842891506
Fibonacci,14,9,Cube,86.72347652,0.872195961
Fibonacci,14,10,Cube,85.39189221,0.893110015
Fibonacci,14,11,Cube,87.92577936,0.915792904
Fibonacci,14,12,Cube,90.45365951,0.93772554
Fibonacci,14,13,Cube,89.61800693,0.939252369
Fibonacci,14,14,Cube,89.41295357,0.945789001
Fibonacci,14,15,Cube,90.59273135,0.961588535
Fibonacci,15,5,Cube,79.59940783,0.787572986
Fibonacci,15,6,Cube,78.68284218,0.817996868
Fibonacci,15,7,Cube,82.86295802,0.873129922
Fibonacci,15,8,Cube,83.78601751,0.89603148
Fibonacci,15,9,Cube,85.3325041,0.885465649
Fibonacci,15,10,Cube,88.62893464,0.93089016
Fibonacci,15,11,Cube,90.3708101,0.957990675
Fibonacci,15,12,Cube,91.56159081,0.922359367
Fibonacci,15,13,Cube,89.65952514,0.957229643
Fibonacci,15,14,Cube,92.72053841,0.979259131
Fibonacci,15,15,Cube,93.98235172,1.029546712
Fibonacci,5,5,Prime Numbers,63.48159921,0.577625791
Fibonacci,5,6,Prime Numbers,66.45952091,0.621514721
Fibonacci,5,7,Prime Numbers,69.24435173,0.659317462
Fibonacci,5,8,Prime Numbers,68.66160683,0.670240984
Fibonacci,5,9,Prime Numbers,70.7628285,0.691334687
Fibonacci,5,10,Prime Numbers,70.63794063,0.708155115
Fibonacci,5,11,Prime Numbers,74.85133335,0.715451981
Fibonacci,5,12,Prime Numbers,77.1823763,0.729007892
Fibonacci,5,13,Prime Numbers,76.7833773,0.791646625
Fibonacci,5,14,Prime Numbers,78.82095315,0.777587561
Fibonacci,5,15,Prime Numbers,76.29793974,0.799789042
Fibonacci,6,5,Prime Numbers,67.30670175,0.622345826
Fibonacci,6,6,Prime Numbers,67.83464257,0.658424585
Fibonacci,6,7,Prime Numbers,70.1241197,0.664848559
Fibonacci,6,8,Prime Numbers,70.05503144,0.716613914
Fibonacci,6,9,Prime Numbers,70.29664533,0.730624968
Fibonacci,6,10,Prime Numbers,75.9191197,0.686329606
Fibonacci,6,11,Prime Numbers,76.34184787,0.749268922
Fibonacci,6,12,Prime Numbers,78.1540363,0.754407885
Fibonacci,6,13,Prime Numbers,76.88234378,0.781258624
Fibonacci,6,14,Prime Numbers,80.60345643,0.811693934
Fibonacci,6,15,Prime Numbers,80.90754486,0.842892959
Fibonacci,7,5,Prime Numbers,67.18387244,0.621781158
Fibonacci,7,6,Prime Numbers,68.08659437,0.673702891
Fibonacci,7,7,Prime Numbers,68.22610886,0.66288017
Fibonacci,7,8,Prime Numbers,72.67838373,0.685791177
Fibonacci,7,9,Prime Numbers,76.30463577,0.719857593
Fibonacci,7,10,Prime Numbers,76.01928777,0.734385239
Fibonacci,7,11,Prime Numbers,76.84040545,0.765193443
Fibonacci,7,12,Prime Numbers,76.77501675,0.796019058
Fibonacci,7,13,Prime Numbers,80.62362189,0.819550797
Fibonacci,7,14,Prime Numbers,82.82371814,0.836529075
Fibonacci,7,15,Prime Numbers,81.48562077,0.849131935
Fibonacci,8,5,Prime Numbers,67.43491689,0.66925587
Fibonacci,8,6,Prime Numbers,72.06662434,0.672733082
Fibonacci,8,7,Prime Numbers,74.14232777,0.729449237
Fibonacci,8,8,Prime Numbers,74.88988778,0.666035695
Fibonacci,8,9,Prime Numbers,77.12701671,0.720424871
Fibonacci,8,10,Prime Numbers,78.02062401,0.759023086
Fibonacci,8,11,Prime Numbers,78.14570237,0.790112329
Fibonacci,8,12,Prime Numbers,78.80819695,0.80657663
Fibonacci,8,13,Prime Numbers,80.5637396,0.852468458
Fibonacci,8,14,Prime Numbers,82.56020698,0.845486632
Fibonacci,8,15,Prime Numbers,83.8161337,0.844354489
Fibonacci,9,5,Prime Numbers,70.28440856,0.683685404
Fibonacci,9,6,Prime Numbers,70.92300882,0.702816636
Fibonacci,9,7,Prime Numbers,76.56090561,0.712106834
Fibonacci,9,8,Prime Numbers,75.92889474,0.762218288
Fibonacci,9,9,Prime Numbers,74.83444689,0.726801723
Fibonacci,9,10,Prime Numbers,73.39917145,0.8056554
Fibonacci,9,11,Prime Numbers,81.2213172,0.796412628
Fibonacci,9,12,Prime Numbers,81.05038866,0.79307291
Fibonacci,9,13,Prime Numbers,83.90807417,0.808923833
Fibonacci,9,14,Prime Numbers,82.14819965,0.826751345
Fibonacci,9,15,Prime Numbers,83.7408722,0.923808758
Fibonacci,10,5,Prime Numbers,72.32874004,0.67965543
Fibonacci,10,6,Prime Numbers,74.14671852,0.706057522
Fibonacci,10,7,Prime Numbers,74.72317352,0.728618557
Fibonacci,10,8,Prime Numbers,78.37517098,0.799866637
Fibonacci,10,9,Prime Numbers,77.00910622,0.76835069
Fibonacci,10,10,Prime Numbers,78.31246359,0.779943962
Fibonacci,10,11,Prime Numbers,81.8177692,0.841433053
Fibonacci,10,12,Prime Numbers,83.27284836,0.853333995
Fibonacci,10,13,Prime Numbers,87.02883036,0.870212322
Fibonacci,10,14,Prime Numbers,86.9876708,0.864973782
Fibonacci,10,15,Prime Numbers,86.46333973,0.89935615
Fibonacci,11,5,Prime Numbers,74.94948163,0.755533404
Fibonacci,11,6,Prime Numbers,76.63504143,0.748208811
Fibonacci,11,7,Prime Numbers,75.95916542,0.733758193
Fibonacci,11,8,Prime Numbers,78.40907742,0.763373793
Fibonacci,11,9,Prime Numbers,76.9315728,0.768670973
Fibonacci,11,10,Prime Numbers,83.60961596,0.791459378
Fibonacci,11,11,Prime Numbers,83.68526923,0.834921715
Fibonacci,11,12,Prime Numbers,84.35691648,0.879291844
Fibonacci,11,13,Prime Numbers,84.14880328,0.872063915
Fibonacci,11,14,Prime Numbers,87.96703507,0.886918628
Fibonacci,11,15,Prime Numbers,91.26513863,0.93501295
Fibonacci,12,5,Prime Numbers,76.52375891,0.743238179
Fibonacci,12,6,Prime Numbers,73.01372656,0.762211535
Fibonacci,12,7,Prime Numbers,77.13530306,0.766527779
Fibonacci,12,8,Prime Numbers,83.86549555,0.806348675
Fibonacci,12,9,Prime Numbers,83.51334528,0.811817145
Fibonacci,12,10,Prime Numbers,81.94488981,0.830946217
Fibonacci,12,11,Prime Numbers,84.74366456,0.842712147
Fibonacci,12,12,Prime Numbers,86.04549767,0.889398095
Fibonacci,12,13,Prime Numbers,88.19114128,0.870009397
Fibonacci,12,14,Prime Numbers,90.20534447,0.910561542
Fibonacci,12,15,Prime Numbers,89.87742323,0.942002937
Fibonacci,13,5,Prime Numbers,77.41152251,0.73559092
Fibonacci,13,6,Prime Numbers,77.49082102,0.774465791
Fibonacci,13,7,Prime Numbers,81.08202982,0.834834337
Fibonacci,13,8,Prime Numbers,79.25537074,0.79972737
Fibonacci,13,9,Prime Numbers,83.72924157,0.85139715
Fibonacci,13,10,Prime Numbers,85.30791611,0.806644069
Fibonacci,13,11,Prime Numbers,85.07012548,0.865121512
Fibonacci,13,12,Prime Numbers,89.555802,0.896981765
Fibonacci,13,13,Prime Numbers,89.42627177,0.9259843
Fibonacci,13,14,Prime Numbers,89.78778537,0.93940291
Fibonacci,13,15,Prime Numbers,95.17654542,0.921651479
Fibonacci,14,5,Prime Numbers,79.44086446,0.804387098
Fibonacci,14,6,Prime Numbers,80.53935253,0.845327678
Fibonacci,14,7,Prime Numbers,83.86009176,0.799251067
Fibonacci,14,8,Prime Numbers,80.75997025,0.828980331
Fibonacci,14,9,Prime Numbers,85.11691424,0.884957123
Fibonacci,14,10,Prime Numbers,83.46736162,0.880203899
Fibonacci,14,11,Prime Numbers,87.47604804,0.883792469
Fibonacci,14,12,Prime Numbers,92.58289237,0.915064987
Fibonacci,14,13,Prime Numbers,87.62228053,0.960553451
Fibonacci,14,14,Prime Numbers,93.24326272,0.944752921
Fibonacci,14,15,Prime Numbers,91.02318969,0.955176129
Fibonacci,15,5,Prime Numbers,78.97797423,0.759679332
Fibonacci,15,6,Prime Numbers,80.03783871,0.82374347
Fibonacci,15,7,Prime Numbers,84.73290229,0.837365583
Fibonacci,15,8,Prime Numbers,84.4944592,0.87233913
Fibonacci,15,9,Prime Numbers,83.90406219,0.878160158
Fibonacci,15,10,Prime Numbers,86.84748534,0.887832188
Fibonacci,15,11,Prime Numbers,88.32024356,0.937100933
Fibonacci,15,12,Prime Numbers,91.51958475,0.917432615
Fibonacci,15,13,Prime Numbers,92.33680711,0.959182832
Fibonacci,15,14,Prime Numbers,89.88068582,1.005194878
Fibonacci,15,15,Prime Numbers,95.23756093,1.017383855
Fibonacci,5,5,Ramanujan Summation,65.77600858,0.603880775
Fibonacci,5,6,Ramanujan Summation,64.8677185,0.634556227
Fibonacci,5,7,Ramanujan Summation,68.76882648,0.655113649
Fibonacci,5,8,Ramanujan Summation,71.22492842,0.695683048
