convolution_series,n_convolution,n_dense,dense_series,accuracy,f1_score
Fibonacci,12,5,Square,77.31863085,0.735591361
Fibonacci,12,6,Square,76.9242828,0.756230561
Fibonacci,12,7,Square,80.57948225,0.756862858
Fibonacci,12,8,Square,81.71967649,0.801558552
Fibonacci,12,9,Square,84.13837127,0.83968107
Fibonacci,12,10,Square,84.12821256,0.841331218
Fibonacci,12,11,Square,84.77393458,0.867823778
Fibonacci,12,12,Square,86.45851612,0.876626951
Fibonacci,12,13,Square,87.31918322,0.945718159
Fibonacci,12,14,Square,87.84580255,0.948110627
Fibonacci,12,15,Square,93.6054757,0.971359486
Fibonacci,13,5,Square,75.4168855,0.741069026
Fibonacci,13,6,Square,77.81885068,0.810382116
Fibonacci,13,7,Square,79.31240652,0.845301242
Fibonacci,13,8,Square,81.46817696,0.825323461
Fibonacci,13,9,Square,81.6492134,0.865628594
Fibonacci,13,10,Square,86.17874583,0.871728271
Fibonacci,13,11,Square,85.08717988,0.908741455
Fibonacci,13,12,Square,88.78570869,0.932589232
Fibonacci,13,13,Square,89.69918353,0.902210857
Fibonacci,13,14,Square,91.11570922,0.975378869
Fibonacci,13,15,Square,91.8591212,0.9855329
Fibonacci,14,5,Square,75.93865617,0.777399202
Fibonacci,14,6,Square,80.12659643,0.810371968
Fibonacci,14,7,Square,82.56102312,0.824632754
Fibonacci,14,8,Square,84.76223897,0.820157831
Fibonacci,14,9,Square,83.71662148,0.848614415
Fibonacci,14,10,Square,83.43748177,0.897173123
Fibonacci,14,11,Square,86.63889122,0.941190333
Fibonacci,14,12,Square,90.66835674,0.929439143
Fibonacci,14,13,Square,91.67076911,0.930688694
Fibonacci,14,14,Square,94.15845035,0.948090127
Fibonacci,14,15,Square,94.67793036,0.928307997
Fibonacci,15,5,Square,77.9868673,0.802779964
Fibonacci,15,6,Square,79.57874805,0.790018904
Fibonacci,15,7,Square,82.73325051,0.835986679
Fibonacci,15,8,Square,85.72417166,0.83311371
Fibonacci,15,9,Square,86.30141551,0.896541395
Fibonacci,15,10,Square,85.24047527,0.882069437
Fibonacci,15,11,Square,90.29183774,0.926947712
Fibonacci,15,12,Square,89.06063078,0.942642951
Fibonacci,15,13,Square,94.18145775,0.97255957
Fibonacci,15,14,Square,92.62508995,0.960940704
Fibonacci,15,15,Square,94.35699454,1.04630236
Fibonacci,5,5,Cube,66.32663087,0.593858131
Fibonacci,5,6,Cube,64.57689796,0.661005738
Fibonacci,5,7,Cube,64.73851225,0.639768282
Fibonacci,5,8,Cube,72.34996006,0.671916992
Fibonacci,5,9,Cube,72.31607823,0.695264152
Fibonacci,5,10,Cube,74.26536704,0.676261435
Fibonacci,5,11,Cube,75.12984411,0.703021876
Fibonacci,5,12,Cube,79.35472659,0.691073986
Fibonacci,5,13,Cube,76.79186898,0.744330118
Fibonacci,5,14,Cube,77.67069999,0.819502473
Fibonacci,5,15,Cube,79.52610841,0.799850017
Fibonacci,6,5,Cube,63.50164953,0.621573495
Fibonacci,6,6,Cube,67.55940764,0.635360173
Fibonacci,6,7,Cube,68.05493679,0.651045798
Fibonacci,6,8,Cube,72.25162336,0.660694557
Fibonacci,6,9,Cube,73.00589116,0.65954601
Fibonacci,6,10,Cube,74.15266181,0.703987972
Fibonacci,6,11,Cube,76.68754581,0.727145021
Fibonacci,6,12,Cube,79.71986212,0.758450689
Fibonacci,6,13,Cube,77.84707934,0.790990356
Fibonacci,6,14,Cube,81.00027603,0.819756409
Fibonacci,6,15,Cube,80.45071603,0.839975385
Fibonacci,7,5,Cube,69.56233016,0.666704044
Fibonacci,7,6,Cube,70.14024988,0.678916637
Fibonacci,7,7,Cube,69.7637343,0.721367856
Fibonacci,7,8,Cube,72.08033645,0.684693212
Fibonacci,7,9,Cube,72.61844783,0.75047064
Fibonacci,7,10,Cube,75.80271816,0.743253874
Fibonacci,7,11,Cube,76.59421011,0.744111134
Fibonacci,7,12,Cube,79.54970208,0.800621915
Fibonacci,7,13,Cube,82.3653648,0.782890973
Fibonacci,7,14,Cube,81.51809254,0.832774126
Fibonacci,7,15,Cube,81.22992446,0.849170782
Fibonacci,8,5,Cube,69.03397556,0.643033604
Fibonacci,8,6,Cube,71.82870272,0.6678763
Fibonacci,8,7,Cube,73.0580085,0.701176236
Fibonacci,8,8,Cube,74.30005413,0.774394345
Fibonacci,8,9,Cube,74.94814285,0.750454534
Fibonacci,8,10,Cube,78.98543272,0.756980254
Fibonacci,8,11,Cube,77.90018122,0.764533919
Fibonacci,8,12,Cube,78.85463543,0.780739248
Fibonacci,8,13,Cube,81.63101709,0.829126728
Fibonacci,8,14,Cube,82.91791333,0.864047021
Fibonacci,8,15,Cube,83.28114869,0.88758048
Fibonacci,9,5,Cube,70.82531389,0.678939438
Fibonacci,9,6,Cube,74.14705642,0.729071668
Fibonacci,9,7,Cube,70.26545069,0.707528699
Fibonacci,9,8,Cube,77.04432423,0.752309825
Fibonacci,9,9,Cube,78.49712663,0.742190282
Fibonacci,9,10,Cube,78.1008486,0.782793073
Fibonacci,9,11,Cube,81.34548571,0.827684093
Fibonacci,9,12,Cube,81.89748411,0.801070417
Fibonacci,9,13,Cube,83.10436642,0.830434523
Fibonacci,9,14,Cube,83.87595931,0.895465578
Fibonacci,9,15,Cube,86.66411712,0.896334294
Fibonacci,10,5,Cube,72.53273353,0.674382632
Fibonacci,10,6,Cube,75.77996704,0.714643235
Fibonacci,10,7,Cube,77.12242575,0.734340196
Fibonacci,10,8,Cube,78.36927697,0.740671901
Fibonacci,10,9,Cube,80.10931432,0.771046505
Fibonacci,10,10,Cube,79.3841246,0.780161715
Fibonacci,10,11,Cube,80.80689614,0.792308874
Fibonacci,10,12,Cube,80.58233232,0.854853017
Fibonacci,10,13,Cube,85.59579583,0.887021527
Fibonacci,10,14,Cube,86.01376684,0.884906087
Fibonacci,10,15,Cube,87.90528344,0.902820289
Fibonacci,11,5,Cube,73.4878684,0.718325185
Fibonacci,11,6,Cube,75.94339353,0.754709325
Fibonacci,11,7,Cube,76.10035768,0.785207215
Fibonacci,11,8,Cube,77.27166334,0.782617555
Fibonacci,11,9,Cube,80.87244359,0.75597733
Fibonacci,11,10,Cube,81.43296486,0.802393724
Fibonacci,11,11,Cube,84.26085622,0.843878611
Fibonacci,11,12,Cube,82.03921155,0.885444619
Fibonacci,11,13,Cube,86.68148782,0.869810093
Fibonacci,11,14,Cube,86.37538416,0.871851718
Fibonacci,11,15,Cube,91.90356251,0.933490527
Fibonacci,12,5,Cube,76.18355757,0.738847008
Fibonacci,12,6,Cube,75.73363188,0.765425891
Fibonacci,12,7,Cube,80.75342654,0.745249185
Fibonacci,12,8,Cube,81.73784392,0.784220439
Fibonacci,12,9,Cube,81.12668707,0.858495935
Fibonacci,12,10,Cube,83.8092543,0.829850202
Fibonacci,12,11,Cube,85.4500993,0.879105096
Fibonacci,12,12,Cube,82.97098454,0.890640978
Fibonacci,12,13,Cube,87.75939788,0.927987771
Fibonacci,12,14,Cube,89.03997076,0.924459838
Fibonacci,12,15,Cube,89.78783802,0.944647623
Fibonacci,13,5,Cube,77.29051443,0.725796647
Fibonacci,13,6,Cube,80.07804231,0.786706251
Fibonacci,13,7,Cube,81.5002647,0.802668508
Fibonacci,13,8,Cube,80.24548533,0.8392842
Fibonacci,13,9,Cube,82.36214701,0.868809845
Fibonacci,13,10,Cube,83.0809508,0.86060395
Fibonacci,13,11,Cube,85.47872326,0.845687372
Fibonacci,13,12,Cube,85.8534007,0.884534721
Fibonacci,13,13,Cube,91.14062629,0.928768841
Fibonacci,13,14,Cube,91.3675022,0.916178307
Fibonacci,13,15,Cube,91.72421022,0.921206776
Fibonacci,14,5,Cube,79.69287051,0.76423334
Fibonacci,14,6,Cube,81.18424241,0.793289716
Fibonacci,14,7,Cube,82.01835583,0.813221708
Fibonacci,14,8,Cube,83.77340978,0.84983245
Fibonacci,14,9,Cube,86.32852294,0.858407398
Fibonacci,14,10,Cube,84.99947319,0.926410737
Fibonacci,14,11,Cube,87.98158437,0.88065914
Fibonacci,14,12,Cube,90.28990696,0.906839962
Fibonacci,14,13,Cube,92.24238956,0.963688419
Fibonacci,14,14,Cube,88.99040536,0.929288053
Fibonacci,14,15,Cube,94.26994569,0.971787506
Fibonacci,15,5,Cube,79.53834314,0.794837147
Fibonacci,15,6,Cube,82.79419702,0.804776113
Fibonacci,15,7,Cube,81.72144235,0.82309339
Fibonacci,15,8,Cube,85.74610343,0.848853703
Fibonacci,15,9,Cube,88.59430636,0.8917174
Fibonacci,15,10,Cube,87.35943952,0.926611742
Fibonacci,15,11,Cube,91.03509765,0.911426972
Fibonacci,15,12,Cube,92.25508817,0.949686096
Fibonacci,15,13,Cube,90.37483047,0.967408581
Fibonacci,15,14,Cube,91.74882731,0.987278359
Fibonacci,15,15,Cube,93.36856656,1.000239215
Fibonacci,5,5,Prime Numbers,64.76020931,0.589745048
Fibonacci,5,6,Prime Numbers,65.83900549,0.625389562
Fibonacci,5,7,Prime Numbers,68.55254924,0.636357203
Fibonacci,5,8,Prime Numbers,69.95004236,0.664000192
Fibonacci,5,9,Prime Numbers,71.85808272,0.672668671
Fibonacci,5,10,Prime Numbers,72.72188042,0.717105519
Fibonacci,5,11,Prime Numbers,75.56586361,0.752352559
Fibonacci,5,12,Prime Numbers,76.2702252,0.746257448
Fibonacci,5,13,Prime Numbers,74.82040223,0.778175469
Fibonacci,5,14,Prime Numbers,78.17035575,0.778567881
Fibonacci,5,15,Prime Numbers,79.75631178,0.791167602
Fibonacci,6,5,Prime Numbers,66.29569873,0.621682922
Fibonacci,6,6,Prime Numbers,71.2645723,0.637401886
Fibonacci,6,7,Prime Numbers,67.71325223,0.67039532
Fibonacci,6,8,Prime Numbers,70.20056716,0.693018138
Fibonacci,6,9,Prime Numbers,71.78881903,0.709395596
Fibonacci,6,10,Prime Numbers,73.41017731,0.70856865
Fibonacci,6,11,Prime Numbers,73.97034709,0.701434754
Fibonacci,6,12,Prime Numbers,73.62618462,0.753207109
Fibonacci,6,13,Prime Numbers,78.01541475,0.776254268
Fibonacci,6,14,Prime Numbers,79.78856642,0.809176244
Fibonacci,6,15,Prime Numbers,80.88084803,0.818056705
Fibonacci,7,5,Prime Numbers,69.75704566,0.63204719
Fibonacci,7,6,Prime Numbers,72.70179535,0.693592761
Fibonacci,7,7,Prime Numbers,68.97037048,0.716750504
Fibonacci,7,8,Prime Numbers,74.06713381,0.719406517
Fibonacci,7,9,Prime Numbers,73.57443504,0.724625975
Fibonacci,7,10,Prime Numbers,80.70081892,0.735698868
Fibonacci,7,11,Prime Numbers,75.90228721,0.747289617
Fibonacci,7,12,Prime Numbers,78.97193964,0.773753912
Fibonacci,7,13,Prime Numbers,79.70743746,0.797062309
Fibonacci,7,14,Prime Numbers,80.79377476,0.841953921
Fibonacci,7,15,Prime Numbers,83.1530867,0.803257141
Fibonacci,8,5,Prime Numbers,69.11677485,0.700758287
Fibonacci,8,6,Prime Numbers,71.02937566,0.680047606
Fibonacci,8,7,Prime Numbers,73.95094803,0.739509948
Fibonacci,8,8,Prime Numbers,76.01003492,0.705407152
Fibonacci,8,9,Prime Numbers,75.13285265,0.708851046
Fibonacci,8,10,Prime Numbers,76.72823339,0.7451076
Fibonacci,8,11,Prime Numbers,76.0951886,0.790325463
Fibonacci,8,12,Prime Numbers,79.00647201,0.791800776
Fibonacci,8,13,Prime Numbers,81.46300078,0.806075547
Fibonacci,8,14,Prime Numbers,83.35251461,0.814803285
Fibonacci,8,15,Prime Numbers,83.00553265,0.864118792
Fibonacci,9,5,Prime Numbers,71.89391367,0.702154704
Fibonacci,9,6,Prime Numbers,73.90189131,0.678718766
Fibonacci,9,7,Prime Numbers,75.20649353,0.723820339
Fibonacci,9,8,Prime Numbers,77.14272288,0.732446426
Fibonacci,9,9,Prime Numbers,78.42111972,0.766349855
Fibonacci,9,10,Prime Numbers,79.37868952,0.799448129
Fibonacci,9,11,Prime Numbers,79.97603867,0.777964791
Fibonacci,9,12,Prime Numbers,82.96607525,0.822135437
Fibonacci,9,13,Prime Numbers,85.44507835,0.816247265
Fibonacci,9,14,Prime Numbers,86.97082511,0.842517816
Fibonacci,9,15,Prime Numbers,84.40350337,0.858757733
Fibonacci,10,5,Prime Numbers,76.03980179,0.702651189
Fibonacci,10,6,Prime Numbers,74.8316204,0.686157153
Fibonacci,10,7,Prime Numbers,77.0036928,0.738306434
Fibonacci,10,8,Prime Numbers,76.61959853,0.789092669
Fibonacci,10,9,Prime Numbers,78.35340618,0.793955821
Fibonacci,10,10,Prime Numbers,78.38662474,0.793730355
Fibonacci,10,11,Prime Numbers,79.77286616,0.822796134
Fibonacci,10,12,Prime Numbers,82.54653499,0.835568769
Fibonacci,10,13,Prime Numbers,84.75013863,0.836549591
Fibonacci,10,14,Prime Numbers,85.67418941,0.912609182
Fibonacci,10,15,Prime Numbers,87.1667188,0.939085204
Fibonacci,11,5,Prime Numbers,74.65168786,0.70509694
Fibonacci,11,6,Prime Numbers,75.93910348,0.718575876
Fibonacci,11,7,Prime Numbers,76.73827765,0.734122375
Fibonacci,11,8,Prime Numbers,74.85650564,0.736759024
Fibonacci,11,9,Prime Numbers,80.61821844,0.816143478
Fibonacci,11,10,Prime Numbers,81.8818228,0.829929125
Fibonacci,11,11,Prime Numbers,81.99872767,0.857788919
Fibonacci,11,12,Prime Numbers,84.00849058,0.839579512
Fibonacci,11,13,Prime Numbers,84.99363348,0.879680126
Fibonacci,11,14,Prime Numbers,88.79230068,0.8972266
Fibonacci,11,15,Prime Numbers,88.63578598,0.933426945
Fibonacci,12,5,Prime Numbers,76.22230785,0.715574011
Fibonacci,12,6,Prime Numbers,75.10589106,0.774115534
Fibonacci,12,7,Prime Numbers,78.51123264,0.810112452
Fibonacci,12,8,Prime Numbers,78.58851023,0.832421635
Fibonacci,12,9,Prime Numbers,81.01954608,0.84340726
Fibonacci,12,10,Prime Numbers,81.4687333,0.864984547
Fibonacci,12,11,Prime Numbers,85.35386852,0.863874591
Fibonacci,12,12,Prime Numbers,86.71054931,0.898261581
Fibonacci,12,13,Prime Numbers,86.50780763,0.862422674
Fibonacci,12,14,Prime Numbers,86.58684736,0.917819677
Fibonacci,12,15,Prime Numbers,89.3928249,0.924221189
Fibonacci,13,5,Prime Numbers,77.89018615,0.779833031
Fibonacci,13,6,Prime Numbers,79.12989735,0.810668417
Fibonacci,13,7,Prime Numbers,77.13466979,0.79918013
Fibonacci,13,8,Prime Numbers,82.48192906,0.811374643
Fibonacci,13,9,Prime Numbers,82.40840211,0.875784633
Fibonacci,13,10,Prime Numbers,83.06625833,0.820909202
Fibonacci,13,11,Prime Numbers,89.79911657,0.873923343
Fibonacci,13,12,Prime Numbers,89.06549245,0.880928258
Fibonacci,13,13,Prime Numbers,88.06728351,0.95531424
Fibonacci,13,14,Prime Numbers,91.72993067,0.936024556
Fibonacci,13,15,Prime Numbers,92.85847102,0.946948448
Fibonacci,14,5,Prime Numbers,80.87045712,0.726991266
Fibonacci,14,6,Prime Numbers,81.94199273,0.809388191
Fibonacci,14,7,Prime Numbers,83.74617316,0.863126896
Fibonacci,14,8,Prime Numbers,83.2779802,0.846715085
Fibonacci,14,9,Prime Numbers,83.31262719,0.836112482
Fibonacci,14,10,Prime Numbers,86.91749264,0.893028314
Fibonacci,14,11,Prime Numbers,87.69444192,0.898215644
Fibonacci,14,12,Prime Numbers,90.11490931,0.894298521
Fibonacci,14,13,Prime Numbers,93.51719692,0.96837378
Fibonacci,14,14,Prime Numbers,89.18670268,0.915383332
Fibonacci,14,15,Prime Numbers,93.91999803,1.007813622
Fibonacci,15,5,Prime Numbers,79.97592972,0.807218525
Fibonacci,15,6,Prime Numbers,81.17183,0.835600145
Fibonacci,15,7,Prime Numbers,80.74401866,0.839976405
Fibonacci,15,8,Prime Numbers,87.08295738,0.8587784
Fibonacci,15,9,Prime Numbers,84.26584945,0.873387101
Fibonacci,15,10,Prime Numbers,83.86371804,0.871328944
Fibonacci,15,11,Prime Numbers,90.09145921,0.913656851
Fibonacci,15,12,Prime Numbers,90.8670715,0.927931774
Fibonacci,15,13,Prime Numbers,91.25450795,0.961623104
Fibonacci,15,14,Prime Numbers,93.26402652,0.957262158
Fibonacci,15,15,Prime Numbers,97.86391235,1.016014647
Fibonacci,5,5,Ramanujan Summation,64.52786059,0.577666901
Fibonacci,5,6,Ramanujan Summation,64.37381661,0.612522081
Fibonacci,5,7,Ramanujan Summation,68.5309327,0.651463387
Fibonacci,5,8,Ramanujan Summation,68.14298109,0.684977979
